"event_key","event_name","event_week","event_start_date","event_end_date","event_type","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm88","qm","1","88","frc3314","frc3467","frc4450","136","","frc4499","frc51","frc846","113",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm89","qm","1","89","frc2709","frc4265","frc4537","88","","frc1660","frc2468","frc801","101",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm90","qm","1","90","frc1836","frc3245","frc379","63","","frc2604","frc4466","frc4589","42",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm91","qm","1","91","frc1334","frc2016","frc4637","152","","frc254","frc2705","frc321","172",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm92","qm","1","92","frc2704","frc3627","frc71","115","","frc126","frc365","frc910","161",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm93","qm","1","93","frc11","frc1100","frc4471","56","","frc4470","frc525","frc973","113",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm94","qm","1","94","frc1756","frc2081","frc2165","127","","frc694","frc955","frc987","196",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm95","qm","1","95","frc2457","frc291","frc3003","65","","frc1902","frc236","frc2486","94",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm96","qm","1","96","frc1071","frc3145","frc3242","106","","frc172","frc3612","frc639","72",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm97","qm","1","97","frc314","frc33","frc868","191","","frc2408","frc78","frc930","74",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm98","qm","1","98","frc1747","frc2590","frc4585","126","","frc1519","frc1967","frc840","116",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm99","qm","1","99","frc1610","frc3504","frc4545","40","","frc1796","frc316","frc701","96",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm100","qm","1","100","frc2543","frc326","frc3310","145","","frc20","frc4810","frc812","121",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm101","qm","1","101","frc1100","frc3467","frc4637","101","","frc2137","frc2709","frc4466","84",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm102","qm","1","102","frc254","frc4673","frc955","179","","frc4450","frc4471","frc4501","69",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm103","qm","1","103","frc1756","frc321","frc801","119","","frc2415","frc836","frc948","178",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm104","qm","1","104","frc2705","frc4470","frc4537","89","","frc3003","frc71","frc987","188",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm105","qm","1","105","frc1075","frc1660","frc639","66","","frc3314","frc365","frc868","141",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm106","qm","1","106","frc1448","frc469","frc930","204","","frc3242","frc4067","frc973","147",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm107","qm","1","107","frc172","frc2457","frc2604","45","","frc2468","frc316","frc846","163",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm108","qm","1","108","frc1011","frc2704","frc4810","92","","frc1071","frc1519","frc78","90",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm109","qm","1","109","frc1595","frc326","frc4585","60","","frc1334","frc33","frc694","186",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm110","qm","1","110","frc11","frc2590","frc4589","137","","frc2081","frc3145","frc4265","150",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm111","qm","1","111","frc1967","frc291","frc3478","65","","frc1610","frc1836","frc4731","49",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm112","qm","1","112","frc1747","frc236","frc433","87","","frc126","frc2543","frc525","147",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm113","qm","1","113","frc1902","frc51","frc812","95","","frc1714","frc2165","frc701","129",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm114","qm","1","114","frc20","frc2486","frc4753","165","","frc3504","frc379","frc4499","75",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm115","qm","1","115","frc2614","frc314","frc3627","111","","frc1796","frc3245","frc840","90",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm116","qm","1","116","frc3008","frc3310","frc3612","109","","frc1868","frc2408","frc910","135",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm117","qm","1","117","frc2959","frc4545","frc469","148","","frc2016","frc2704","frc3044","115",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm118","qm","1","118","frc2457","frc3314","frc4265","125","","frc3242","frc4470","frc4810","121",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm119","qm","1","119","frc1967","frc639","frc78","63","","frc1100","frc2468","frc4501","112",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm120","qm","1","120","frc1075","frc2415","frc987","211","","frc1610","frc2543","frc33","85",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm121","qm","1","121","frc2705","frc4673","frc868","143","","frc11","frc1756","frc4067","141",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm122","qm","1","122","frc1071","frc1334","frc2165","104","","frc3467","frc3504","frc930","152",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm123","qm","1","123","frc433","frc948","frc955","174","","frc172","frc2486","frc3627","106",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm124","qm","1","124","frc20","frc2137","frc4537","161","","frc2081","frc836","frc840","151",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm125","qm","1","125","frc3008","frc365","frc379","36","","frc1747","frc321","frc4731","70",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm126","qm","1","126","frc2604","frc3044","frc4499","81","","frc1902","frc3310","frc4585","115",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm127","qm","1","127","frc3003","frc51","frc910","126","","frc314","frc4589","frc525","104",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm128","qm","1","128","frc1519","frc2959","frc326","148","","frc126","frc1796","frc3612","130",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm129","qm","1","129","frc2408","frc4753","frc973","123","","frc694","frc71","frc812","48",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm130","qm","1","130","frc1714","frc236","frc4471","135","","frc1660","frc3245","frc4545","70",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm131","qm","1","131","frc254","frc4466","frc846","109","","frc1868","frc2590","frc801","157",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm132","qm","1","132","frc1595","frc2614","frc2709","122","","frc2016","frc3478","frc701","122",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm133","qm","1","133","frc1011","frc1448","frc316","77","","frc291","frc3145","frc4450","149",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qm134","qm","1","134","frc1836","frc433","frc987","162","","frc3044","frc4637","frc930","92",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf1m1","qf","1","1","frc2415","frc2959","frc987","244","","frc1334","frc1660","frc4450","149",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf1m2","qf","1","2","frc2415","frc2959","frc987","194","","frc1334","frc1660","frc4450","101",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf2m1","qf","2","1","frc2590","frc71","frc868","175","","frc126","frc1756","frc3310","180",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf2m2","qf","2","2","frc2590","frc71","frc868","203","","frc126","frc1756","frc3310","191",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf2m3","qf","2","3","frc2590","frc71","frc868","194","","frc126","frc1756","frc3310","204",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf3m1","qf","3","1","frc1519","frc33","frc469","214","","frc3467","frc365","frc379","156",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf3m2","qf","3","2","frc1519","frc33","frc469","235","","frc3467","frc365","frc379","144",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf4m1","qf","4","1","frc11","frc2468","frc254","236","","frc20","frc948","frc973","175",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_qf4m2","qf","4","2","frc11","frc2468","frc254","220","","frc20","frc948","frc973","206",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_sf1m1","sf","1","1","frc2415","frc2959","frc987","263","","frc126","frc1756","frc3310","201",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_sf1m2","sf","1","2","frc2415","frc2959","frc987","248","","frc126","frc1756","frc3310","203",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_sf2m1","sf","2","1","frc1519","frc33","frc469","222","","frc11","frc2468","frc254","203",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_sf2m2","sf","2","2","frc1519","frc33","frc469","266","","frc11","frc2468","frc254","216",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_f1m1","f","1","1","frc2415","frc2959","frc987","177","","frc1519","frc33","frc469","191",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_f1m2","f","1","2","frc2415","frc2959","frc987","201","","frc1519","frc33","frc469","198",""
"2013arc","Archimedes","","2013-04-24","2013-04-27","Championship Division","2013arc_f1m3","f","1","3","frc2415","frc2959","frc987","203","","frc1519","frc33","frc469","245",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm1","qm","1","1","frc1622","frc1684","frc1918","103","","frc1290","frc193","frc3824","179",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm2","qm","1","2","frc148","frc862","frc968","188","","frc103","frc3539","frc540","120",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm3","qm","1","3","frc3387","frc4080","frc4576","81","","frc1421","frc3489","frc4610","92",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm4","qm","1","4","frc120","frc1559","frc16","57","","frc1717","frc2062","frc2996","167",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm5","qm","1","5","frc1816","frc2383","frc4646","55","","frc1540","frc4464","frc4761","57",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm6","qm","1","6","frc1708","frc3926","frc4091","75","","frc2914","frc4523","frc781","33",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm7","qm","1","7","frc135","frc1939","frc3410","76","","frc1288","frc2039","frc67","159",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm8","qm","1","8","frc1577","frc1706","frc2220","51","","frc1678","frc3990","frc4320","164",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm9","qm","1","9","frc3660","frc3753","frc4543","73","","frc1923","frc233","frc4645","83",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm10","qm","1","10","frc1306","frc4781","frc620","37","","frc4125","frc4159","frc4488","72",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm11","qm","1","11","frc2130","frc293","frc435","143","","frc1262","frc2168","frc932","85",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm12","qm","1","12","frc1810","frc359","frc967","194","","frc2489","frc3354","frc4063","132",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm13","qm","1","13","frc1138","frc1310","frc1735","94","","frc234","frc3414","frc4814","96",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm14","qm","1","14","frc1503","frc2145","frc2936","105","","frc2910","frc4122","frc4564","28",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm15","qm","1","15","frc2187","frc230","frc4716","104","","frc1983","frc3138","frc4124","116",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm16","qm","1","16","frc1541","frc2836","frc3374","45","","frc2056","frc3061","frc4516","171",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm17","qm","1","17","frc1717","frc2638","frc4667","91","","frc3239","frc3539","frc399","148",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm18","qm","1","18","frc1421","frc3926","frc4159","88","","frc16","frc1706","frc3824","231",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm19","qm","1","19","frc148","frc2168","frc3410","165","","frc1684","frc233","frc4125","69",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm20","qm","1","20","frc193","frc3990","frc4781","92","","frc2383","frc2996","frc4091","104",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm21","qm","1","21","frc1310","frc1540","frc4320","122","","frc2039","frc4645","frc620","94",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm22","qm","1","22","frc2220","frc4610","frc4646","33","","frc120","frc1262","frc2145","78",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm23","qm","1","23","frc1559","frc1918","frc540","132","","frc1306","frc4464","frc932","40",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm24","qm","1","24","frc4080","frc4122","frc4124","112","","frc2836","frc2914","frc967","63",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm25","qm","1","25","frc103","frc4488","frc4523","131","","frc135","frc1541","frc3387","107",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm26","qm","1","26","frc1923","frc2910","frc3414","80","","frc230","frc3061","frc4667","117",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm27","qm","1","27","frc1577","frc2130","frc2489","103","","frc2062","frc2187","frc3239","81",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm28","qm","1","28","frc1708","frc435","frc4576","118","","frc1138","frc1290","frc3138","109",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm29","qm","1","29","frc1810","frc3660","frc399","80","","frc1983","frc2936","frc4814","128",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm30","qm","1","30","frc1503","frc3374","frc4063","113","","frc1288","frc4716","frc968","78",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm31","qm","1","31","frc2638","frc3354","frc4761","68","","frc1622","frc234","frc862","134",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm32","qm","1","32","frc293","frc4516","frc781","95","","frc1816","frc3753","frc67","170",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm33","qm","1","33","frc1678","frc2056","frc4564","158","","frc1735","frc3489","frc4543","37",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm34","qm","1","34","frc3387","frc359","frc540","116","","frc120","frc1939","frc4122","74",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm35","qm","1","35","frc1310","frc3539","frc3824","231","","frc1306","frc2489","frc4523","91",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm36","qm","1","36","frc1290","frc233","frc2836","97","","frc1717","frc2039","frc932","128",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm37","qm","1","37","frc2062","frc3660","frc4488","59","","frc1421","frc3990","frc4646","109",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm38","qm","1","38","frc16","frc1983","frc2914","135","","frc1541","frc3239","frc4781","88",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm39","qm","1","39","frc2168","frc620","frc967","158","","frc1923","frc3374","frc862","113",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm40","qm","1","40","frc1288","frc2130","frc4159","94","","frc148","frc230","frc4610","142",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm41","qm","1","41","frc1262","frc1735","frc2910","98","","frc2383","frc3354","frc3753","86",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm42","qm","1","42","frc2220","frc3061","frc4091","77","","frc135","frc1503","frc3489","120",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm43","qm","1","43","frc1678","frc2936","frc435","112","","frc3414","frc3926","frc4716","46",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm44","qm","1","44","frc1706","frc4645","frc67","155","","frc193","frc2638","frc3138","146",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm45","qm","1","45","frc1816","frc234","frc359","130","","frc1559","frc1708","frc399","112",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm46","qm","1","46","frc4124","frc4320","frc968","78","","frc1918","frc4516","frc4543","65",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm47","qm","1","47","frc1540","frc4080","frc4814","134","","frc2056","frc2187","frc3410","122",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm48","qm","1","48","frc1939","frc4464","frc4667","74","","frc1138","frc1684","frc4564","169",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm49","qm","1","49","frc103","frc1577","frc1622","95","","frc1810","frc2145","frc293","80",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm50","qm","1","50","frc4063","frc4125","frc4761","107","","frc2996","frc4576","frc781","101",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm51","qm","1","51","frc1290","frc148","frc2220","123","","frc1310","frc1983","frc2910","138",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm52","qm","1","52","frc1421","frc2168","frc2914","124","","frc1503","frc1678","frc230","133",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm53","qm","1","53","frc1541","frc2130","frc2383","117","","frc1717","frc3660","frc620","122",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm54","qm","1","54","frc3354","frc3414","frc4488","89","","frc1708","frc1918","frc4645","104",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm55","qm","1","55","frc1262","frc2062","frc4080","88","","frc3824","frc399","frc540","129",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm56","qm","1","56","frc1706","frc4646","frc4781","67","","frc1939","frc233","frc4814","107",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm57","qm","1","57","frc3387","frc4159","frc4716","76","","frc1540","frc293","frc4543","124",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm58","qm","1","58","frc1622","frc3489","frc3990","94","","frc1559","frc4063","frc4516","99",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm59","qm","1","59","frc135","frc1810","frc4761","61","","frc2056","frc3753","frc4667","100",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm60","qm","1","60","frc103","frc3374","frc781","98","","frc2187","frc4122","frc4610","64",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm61","qm","1","61","frc1306","frc16","frc1816","29","","frc1138","frc1577","frc2039","146",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm62","qm","1","62","frc1288","frc3926","frc932","90","","frc3239","frc359","frc4564","140",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm63","qm","1","63","frc2145","frc4320","frc862","163","","frc2489","frc4091","frc435","119",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm64","qm","1","64","frc234","frc3138","frc967","128","","frc3061","frc4464","frc968","103",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm65","qm","1","65","frc193","frc2936","frc4125","55","","frc120","frc1735","frc3539","94",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm66","qm","1","66","frc2638","frc2996","frc4523","122","","frc1923","frc2836","frc3410","65",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm67","qm","1","67","frc1684","frc540","frc67","138","","frc1503","frc4124","frc4576","108",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm68","qm","1","68","frc1559","frc1983","frc4488","116","","frc2383","frc3374","frc4543","54",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm69","qm","1","69","frc2187","frc233","frc2914","110","","frc1918","frc4063","frc4667","93",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm70","qm","1","70","frc16","frc1810","frc620","96","","frc1290","frc3990","frc781","102",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm71","qm","1","71","frc2910","frc3239","frc4610","13","","frc1306","frc1708","frc2168","87",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm72","qm","1","72","frc1541","frc1939","frc230","157","","frc1310","frc4091","frc967","225",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm73","qm","1","73","frc2039","frc3539","frc4159","140","","frc2056","frc3414","frc359","183",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm74","qm","1","74","frc1717","frc4516","frc4646","99","","frc135","frc1735","frc4080","65",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm75","qm","1","75","frc1540","frc4576","frc932","37","","frc1706","frc3354","frc4523","92",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm76","qm","1","76","frc3410","frc4564","frc862","131","","frc193","frc2130","frc3061","119",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm77","qm","1","77","frc1684","frc2062","frc2836","99","","frc103","frc4645","frc4716","85",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm78","qm","1","78","frc2996","frc3387","frc4464","100","","frc148","frc1678","frc399","153",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm79","qm","1","79","frc1816","frc2936","frc3138","120","","frc1262","frc1622","frc4320","97",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm80","qm","1","80","frc1421","frc1577","frc4122","86","","frc1288","frc234","frc435","151",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm81","qm","1","81","frc1923","frc3824","frc4814","148","","frc2220","frc4761","frc67","52",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm82","qm","1","82","frc120","frc2638","frc3753","85","","frc1138","frc4124","frc4781","113",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm83","qm","1","83","frc2489","frc293","frc968","117","","frc3489","frc3926","frc4125","49",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm84","qm","1","84","frc3239","frc3660","frc4523","63","","frc193","frc2145","frc3414","136",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm85","qm","1","85","frc1559","frc1735","frc230","162","","frc103","frc233","frc620","131",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm86","qm","1","86","frc1290","frc4645","frc4667","24","","frc2168","frc4080","frc4091","74",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm87","qm","1","87","frc4464","frc4543","frc4576","54","","frc1262","frc1541","frc2039","111",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm88","qm","1","88","frc1503","frc3138","frc4516","78","","frc1540","frc2062","frc862","93",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm89","qm","1","89","frc1918","frc2996","frc4716","107","","frc1310","frc2130","frc67","221",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm90","qm","1","90","frc135","frc4564","frc4814","77","","frc1577","frc2914","frc4610","62",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm91","qm","1","91","frc1306","frc2836","frc968","42","","frc1939","frc2220","frc435","66",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm92","qm","1","92","frc1708","frc2187","frc3387","92","","frc2638","frc3824","frc4125","99",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm93","qm","1","93","frc1138","frc148","frc3489","130","","frc359","frc3660","frc4761","60",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm94","qm","1","94","frc120","frc3374","frc4320","77","","frc1810","frc234","frc3926","122",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm95","qm","1","95","frc2145","frc4063","frc4124","105","","frc16","frc1678","frc4488","136",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm96","qm","1","96","frc1923","frc3539","frc932","154","","frc1684","frc4122","frc4781","76",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm97","qm","1","97","frc2056","frc2489","frc3990","198","","frc1288","frc1816","frc2910","55",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm98","qm","1","98","frc3061","frc3753","frc399","128","","frc1622","frc4159","frc4646","80",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm99","qm","1","99","frc2383","frc293","frc967","138","","frc1706","frc2936","frc3410","97",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm100","qm","1","100","frc1717","frc1983","frc3354","180","","frc1421","frc540","frc781","108",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm101","qm","1","101","frc2039","frc2220","frc4125","56","","frc1918","frc3660","frc862","104",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm102","qm","1","102","frc2914","frc3824","frc435","141","","frc2996","frc359","frc4645","152",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm103","qm","1","103","frc1290","frc1735","frc4464","71","","frc1577","frc2638","frc4488","77",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm104","qm","1","104","frc3239","frc4091","frc4122","38","","frc1138","frc1559","frc4716","93",""
