"event_key","event_name","event_week","event_start_date","event_end_date","event_type","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm44","qm","1","44","frc1367","frc2180","frc433","50","","frc2234","frc4342","frc4637","74",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm45","qm","1","45","frc204","frc2539","frc4575","79","","frc423","frc4373","frc484","8",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm46","qm","1","46","frc136","frc321","frc486","43","","frc1640","frc4637","frc708","81",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm47","qm","1","47","frc1495","frc3929","frc433","11","","frc1218","frc304","frc316","60",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm48","qm","1","48","frc2180","frc225","frc3974","117","","frc1367","frc1391","frc2229","49",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm49","qm","1","49","frc3167","frc4342","frc834","54","","frc2234","frc357","frc709","31",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm50","qm","1","50","frc4128","frc433","frc4454","21","","frc1391","frc341","frc423","58",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm51","qm","1","51","frc1495","frc304","frc709","50","","frc2180","frc2234","frc321","14",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm52","qm","1","52","frc316","frc341","frc708","149","","frc2229","frc2539","frc484","68",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm53","qm","1","53","frc4373","frc486","frc834","52","","frc225","frc3929","frc4342","141",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm54","qm","1","54","frc1218","frc1367","frc4575","92","","frc136","frc3974","frc4454","70",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm55","qm","1","55","frc3167","frc4128","frc4637","18","","frc1640","frc204","frc357","94",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm56","qm","1","56","frc316","frc321","frc484","42","","frc1391","frc433","frc834","23",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm57","qm","1","57","frc4637","frc486","frc709","52","","frc3929","frc423","frc4575","36",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm58","qm","1","58","frc1367","frc204","frc3974","85","","frc304","frc341","frc4454","86",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm59","qm","1","59","frc1640","frc2229","frc2234","37","","frc1218","frc357","frc4128","72",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm60","qm","1","60","frc136","frc2539","frc4342","92","","frc1495","frc2180","frc3167","29",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm61","qm","1","61","frc225","frc433","frc4373","129","","frc204","frc4454","frc708","68",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm62","qm","1","62","frc2539","frc341","frc357","104","","frc304","frc4342","frc486","86",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm63","qm","1","63","frc1640","frc321","frc834","73","","frc1495","frc225","frc4575","143",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm64","qm","1","64","frc1367","frc3167","frc423","24","","frc2180","frc484","frc708","49",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm65","qm","1","65","frc316","frc3929","frc4637","71","","frc2229","frc3974","frc4128","79",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qm66","qm","1","66","frc1391","frc4373","frc709","21","","frc1218","frc136","frc2234","52",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf1m1","qf","1","1","frc1640","frc2539","frc4454","55","","frc136","frc204","frc357","64",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf1m2","qf","1","2","frc1640","frc2539","frc4454","75","","frc136","frc204","frc357","58",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf1m3","qf","1","3","frc1640","frc2539","frc4454","86","","frc136","frc204","frc357","55",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf2m1","qf","2","1","frc1391","frc316","frc3974","73","","frc423","frc4342","frc708","88",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf2m2","qf","2","2","frc1391","frc316","frc3974","68","","frc423","frc4342","frc708","42",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf2m3","qf","2","3","frc1391","frc316","frc3974","102","","frc423","frc4342","frc708","96",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf3m1","qf","3","1","frc1495","frc225","frc341","139","","frc2229","frc4637","frc484","43",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf3m2","qf","3","2","frc1495","frc225","frc341","163","","frc2229","frc4637","frc484","34",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf4m1","qf","4","1","frc1218","frc4575","frc834","61","","frc1367","frc433","frc486","60",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_qf4m2","qf","4","2","frc1218","frc4575","frc834","55","","frc1367","frc433","frc486","46",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_sf1m1","sf","1","1","frc1640","frc2539","frc4454","48","","frc1391","frc316","frc3974","76",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_sf1m2","sf","1","2","frc1640","frc2539","frc4454","78","","frc1391","frc316","frc3974","98",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_sf2m1","sf","2","1","frc1495","frc225","frc341","106","","frc1218","frc4575","frc834","92",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_sf2m2","sf","2","2","frc1495","frc225","frc341","43","","frc1218","frc4575","frc834","71",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_sf2m3","sf","2","3","frc1495","frc225","frc341","153","","frc1218","frc4575","frc834","67",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_f1m1","f","1","1","frc1391","frc316","frc3974","127","","frc1495","frc225","frc341","102",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_f1m2","f","1","2","frc1391","frc316","frc3974","87","","frc1495","frc225","frc341","156",""
"2013paphi","Springside - Chestnut Hill","2","2013-03-15","2013-03-16","District","2013paphi_f1m3","f","1","3","frc1391","frc316","frc3974","49","","frc1495","frc225","frc341","119",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm1","qm","1","1","frc2486","frc2840","frc3158","59","","frc2403","frc3321","frc498","24",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm2","qm","1","2","frc2375","frc3853","frc698","12","","frc2844","frc4018","frc4126","0",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm3","qm","1","3","frc3019","frc3133","frc996","16","","frc1633","frc3944","frc4183","13",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm4","qm","1","4","frc3577","frc4202","frc842","17","","frc1726","frc3187","frc4565","47",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm5","qm","1","5","frc2449","frc4629","frc60","21","","frc1164","frc1290","frc4496","20",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm6","qm","1","6","frc1212","frc1828","frc2647","39","","frc1013","frc1165","frc2128","20",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm7","qm","1","7","frc2134","frc2839","frc3785","35","","frc4102","frc4111","frc4841","16",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm8","qm","1","8","frc2657","frc4146","frc991","24","","frc1011","frc2543","frc2662","16",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm9","qm","1","9","frc1290","frc1492","frc698","44","","frc2403","frc3133","frc3281","6",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm10","qm","1","10","frc3019","frc4126","frc842","54","","frc1828","frc2840","frc3577","10",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm11","qm","1","11","frc2375","frc2844","frc60","26","","frc2839","frc3158","frc4629","25",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm12","qm","1","12","frc3785","frc4496","frc4841","30","","frc4018","frc4146","frc4183","2",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm13","qm","1","13","frc1013","frc3944","frc4202","9","","frc1165","frc2657","frc4111","26",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm14","qm","1","14","frc1726","frc2128","frc4102","53","","frc2486","frc3853","frc996","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm15","qm","1","15","frc2449","frc2647","frc498","38","","frc1011","frc3281","frc991","10",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm16","qm","1","16","frc1633","frc3321","frc4565","4","","frc1492","frc2134","frc2543","52",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm17","qm","1","17","frc1164","frc1212","frc2403","50","","frc2662","frc3187","frc4202","10",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm18","qm","1","18","frc2657","frc2844","frc3944","16","","frc2840","frc3785","frc842","81",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm19","qm","1","19","frc2486","frc3019","frc4496","28","","frc1011","frc1726","frc3133","43",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm20","qm","1","20","frc1165","frc2839","frc3853","45","","frc1290","frc3158","frc3321","53",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm21","qm","1","21","frc3281","frc4565","frc498","14","","frc1828","frc2375","frc996","11",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm22","qm","1","22","frc2543","frc4018","frc4629","27","","frc1013","frc1492","frc4102","31",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm23","qm","1","23","frc1164","frc3187","frc4126","25","","frc4111","frc4183","frc991","0",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm24","qm","1","24","frc1212","frc2128","frc2449","35","","frc2134","frc3577","frc4146","7",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm25","qm","1","25","frc2647","frc4841","frc60","10","","frc1633","frc2662","frc698","6",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm26","qm","1","26","frc1011","frc2840","frc4629","42","","frc1165","frc4102","frc996","52",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm27","qm","1","27","frc1492","frc2375","frc842","80","","frc4111","frc4202","frc4496","1",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm28","qm","1","28","frc1164","frc3158","frc4018","61","","frc2128","frc3133","frc3944","18",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm29","qm","1","29","frc2647","frc4183","frc4565","19","","frc1290","frc2449","frc2486","38",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm30","qm","1","30","frc3019","frc3321","frc60","50","","frc1212","frc4126","frc4146","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm31","qm","1","31","frc1726","frc1828","frc2403","67","","frc1633","frc2844","frc3785","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm32","qm","1","32","frc2839","frc498","frc991","33","","frc2134","frc2657","frc3853","10",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm33","qm","1","33","frc1013","frc2543","frc3281","28","","frc3187","frc3577","frc4841","27",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm34","qm","1","34","frc3944","frc4629","frc698","27","","frc1212","frc2662","frc4183","17",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm35","qm","1","35","frc1290","frc3785","frc4126","52","","frc1011","frc3321","frc842","50",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm36","qm","1","36","frc1165","frc2844","frc3019","55","","frc1492","frc4496","frc498","63",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm37","qm","1","37","frc2128","frc2403","frc3577","22","","frc2375","frc4841","frc991","14",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm38","qm","1","38","frc1013","frc3853","frc4146","3","","frc2839","frc3133","frc4565","16",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm39","qm","1","39","frc2647","frc2840","frc698","12","","frc1164","frc2543","frc4111","37",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm40","qm","1","40","frc1828","frc2134","frc4018","28","","frc1726","frc2486","frc2662","28",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm41","qm","1","41","frc1633","frc2657","frc3158","51","","frc2449","frc3281","frc4102","16",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm42","qm","1","42","frc3785","frc4202","frc996","33","","frc3187","frc3853","frc60","29",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm43","qm","1","43","frc3321","frc4146","frc4496","18","","frc2403","frc2647","frc3944","29",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm44","qm","1","44","frc1164","frc2662","frc498","26","","frc1492","frc1726","frc4126","52",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm45","qm","1","45","frc1165","frc2543","frc3133","61","","frc2134","frc2844","frc842","12",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm46","qm","1","46","frc1013","frc1828","frc4111","20","","frc2449","frc3158","frc996","47",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm47","qm","1","47","frc2128","frc3281","frc4202","0","","frc2839","frc2840","frc4183","43",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm48","qm","1","48","frc1011","frc2486","frc3187","50","","frc1633","frc2375","frc4629","6",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm49","qm","1","49","frc2657","frc4018","frc4841","29","","frc1290","frc3577","frc60","36",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm50","qm","1","50","frc4102","frc4565","frc991","29","","frc1212","frc3019","frc698","16",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm51","qm","1","51","frc2128","frc2839","frc996","23","","frc2662","frc4496","frc842","38",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm52","qm","1","52","frc1013","frc2403","frc3158","35","","frc2134","frc4126","frc4202","4",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm53","qm","1","53","frc1492","frc3133","frc4018","25","","frc2449","frc2840","frc3187","30",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm54","qm","1","54","frc1164","frc2486","frc4629","68","","frc3019","frc3281","frc3785","36",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm55","qm","1","55","frc1212","frc4111","frc4565","22","","frc1011","frc4841","frc498","46",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm56","qm","1","56","frc2844","frc3577","frc4183","31","","frc2647","frc3321","frc4102","25",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm57","qm","1","57","frc1290","frc1726","frc2657","84","","frc1828","frc4146","frc698","28",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm58","qm","1","58","frc2543","frc60","frc991","38","","frc1165","frc2375","frc3944","26",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm59","qm","1","59","frc1013","frc1633","frc2486","33","","frc2840","frc3853","frc4496","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm60","qm","1","60","frc2647","frc2839","frc4126","30","","frc4018","frc4565","frc996","4",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm61","qm","1","61","frc1828","frc3321","frc4841","26","","frc3133","frc4202","frc4629","35",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm62","qm","1","62","frc1492","frc2128","frc991","19","","frc3785","frc60","frc698","57",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm63","qm","1","63","frc3158","frc3281","frc3853","3","","frc1212","frc2543","frc842","56",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm64","qm","1","64","frc1165","frc1726","frc4183","62","","frc2375","frc2403","frc2657","22",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm65","qm","1","65","frc1290","frc2662","frc2844","95","","frc2449","frc3019","frc4111","47",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm66","qm","1","66","frc1011","frc1633","frc2134","19","","frc1164","frc3577","frc3944","38",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm67","qm","1","67","frc4102","frc4146","frc60","90","","frc3187","frc498","frc842","60",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm68","qm","1","68","frc1492","frc4629","frc996","47","","frc2128","frc2543","frc2657","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm69","qm","1","69","frc2449","frc4841","frc698","24","","frc1165","frc2486","frc4126","55",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm70","qm","1","70","frc2403","frc3853","frc4202","31","","frc1011","frc2647","frc3019","50",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm71","qm","1","71","frc1828","frc3187","frc4102","40","","frc2839","frc3944","frc4496","39",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm72","qm","1","72","frc2844","frc4146","frc4565","79","","frc1164","frc1633","frc991","31",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm73","qm","1","73","frc2662","frc3577","frc3785","13","","frc3133","frc3158","frc498","102",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm74","qm","1","74","frc1726","frc4018","frc4111","58","","frc1212","frc3281","frc3321","0",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm75","qm","1","75","frc1290","frc2375","frc4183","61","","frc1013","frc2134","frc2840","19",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm76","qm","1","76","frc2403","frc2449","frc4126","100","","frc2543","frc2839","frc4102","43",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm77","qm","1","77","frc3158","frc3187","frc4496","40","","frc2657","frc3019","frc4565","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm78","qm","1","78","frc1165","frc2662","frc4146","44","","frc2486","frc2844","frc3281","49",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm79","qm","1","79","frc1212","frc2134","frc2375","53","","frc2647","frc3133","frc3785","60",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm80","qm","1","80","frc1164","frc3321","frc698","22","","frc1013","frc842","frc996","50",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm81","qm","1","81","frc1633","frc4202","frc498","22","","frc1290","frc2128","frc4018","32",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm82","qm","1","82","frc2840","frc3944","frc991","36","","frc1726","frc4629","frc4841","47",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm83","qm","1","83","frc1011","frc3577","frc3853","42","","frc1492","frc1828","frc4183","70",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qm84","qm","1","84","frc3133","frc4111","frc842","48","","frc2486","frc2657","frc60","63",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf1m1","qf","1","1","frc1726","frc3944","frc842","87","","frc1828","frc2543","frc498","89",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf1m2","qf","1","2","frc1726","frc3944","frc842","106","","frc1828","frc2543","frc498","62",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf1m3","qf","1","3","frc1726","frc3944","frc842","133","","frc1828","frc2543","frc498","60",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf2m1","qf","2","1","frc1164","frc2486","frc3158","93","","frc1492","frc2840","frc4146","111",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf2m2","qf","2","2","frc1164","frc2486","frc3158","68","","frc1492","frc2840","frc4146","77",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf3m1","qf","3","1","frc1165","frc1290","frc4183","69","","frc1011","frc2647","frc4126","30",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf3m2","qf","3","2","frc1165","frc1290","frc4183","91","","frc1011","frc2647","frc4126","24",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf4m1","qf","4","1","frc2839","frc3785","frc60","76","","frc2403","frc2449","frc3019","0",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf4m2","qf","4","2","frc2839","frc3785","frc60","54","","frc2403","frc2449","frc3019","75",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_qf4m3","qf","4","3","frc2839","frc3785","frc60","84","","frc2403","frc2449","frc3019","83",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_sf1m1","sf","1","1","frc1726","frc3944","frc842","114","","frc1492","frc2840","frc4146","87",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_sf1m2","sf","1","2","frc1726","frc3944","frc842","100","","frc1492","frc2840","frc4146","59",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_sf2m1","sf","2","1","frc1165","frc1290","frc4183","83","","frc2839","frc3785","frc60","78",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_sf2m2","sf","2","2","frc1165","frc1290","frc4183","56","","frc2839","frc3785","frc60","61",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_sf2m3","sf","2","3","frc1165","frc1290","frc4183","46","","frc2839","frc3785","frc60","62",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_f1m1","f","1","1","frc1726","frc3944","frc842","111","","frc2839","frc3785","frc60","69",""
"2013azch","Phoenix","3","2013-03-21","2013-03-23","Regional","2013azch_f1m2","f","1","2","frc1726","frc3944","frc842","114","","frc2839","frc3785","frc60","50",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm1","qm","1","1","frc2443","frc3027","frc4046","4","","frc4210","frc4574","frc995","0",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm2","qm","1","2","frc4276","frc599","frc981","64","","frc3408","frc4079","frc606","15",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm3","qm","1","3","frc2404","frc3120","frc4141","16","","frc1197","frc2576","frc980","34",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm4","qm","1","4","frc3752","frc4144","frc4201","25","","frc330","frc691","frc974","17",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm5","qm","1","5","frc2659","frc3880","frc4345","3","","frc294","frc4019","frc4578","17",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm6","qm","1","6","frc1644","frc1972","frc3851","27","","frc207","frc4123","frc696","44",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm7","qm","1","7","frc1438","frc1515","frc3953","29","","frc1836","frc4078","frc848","20",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm8","qm","1","8","frc1148","frc3328","frc973","11","","frc4563","frc597","frc687","29",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm9","qm","1","9","frc1452","frc1759","frc3512","10","","frc1692","frc3863","frc4","0",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm10","qm","1","10","frc3309","frc4029","frc4501","22","","frc1160","frc3759","frc589","11",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm11","qm","1","11","frc1717","frc2439","frc2637","28","","frc3880","frc3993","frc702","10",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm12","qm","1","12","frc1972","frc4123","frc980","13","","frc4019","frc599","frc974","53",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm13","qm","1","13","frc1197","frc2443","frc4578","34","","frc3953","frc691","frc981","2",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm14","qm","1","14","frc294","frc3120","frc4","30","","frc1148","frc1515","frc4201","28",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm15","qm","1","15","frc330","frc3408","frc4210","47","","frc1160","frc3863","frc4078","3",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm16","qm","1","16","frc1438","frc1692","frc3328","14","","frc2439","frc3027","frc589","53",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm17","qm","1","17","frc207","frc4029","frc848","20","","frc4141","frc4574","frc687","33",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm18","qm","1","18","frc2659","frc3752","frc3993","18","","frc1452","frc1644","frc4276","11",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm19","qm","1","19","frc1836","frc4563","frc606","10","","frc1717","frc2576","frc4345","50",""
